dataset,image,perturbation_type,perturbation,mask_iou,skeleton_f1,junction_repeatability,valid_fraction
FIRE,S04_1.jpg,photometric,contrast_130,0.9839559715626801,0.9986284136969009,0.9287717376875082,1.0
FIRE,S04_1.jpg,photometric,gaussian_blur,0.7331251534076962,0.8556781209371637,0.6702089550471318,1.0
FIRE,S04_1.jpg,affine,rotate_minus10_translate,0.8652335564118164,0.950140911207083,0.7533301210090138,0.9226226806640625
FIRE,S04_1.jpg,affine,rotate_plus10_translate,0.8661226260353265,0.952203898623213,0.7586756882283399,0.9226226806640625
FIRE,S04_1.jpg,affine,scale_095,0.867045729494314,0.9518911960280546,0.7335027057941482,1.0
FIRE,S04_1.jpg,affine,scale_105,0.8321006718682271,0.9481260411046875,0.737314998543654,0.908447265625
FIRE,S11_1.jpg,photometric,brightness_minus30,0.985788687932351,0.9983520019360452,0.9492082550702584,1.0
FIRE,S11_1.jpg,photometric,brightness_plus30,0.9864765998308146,0.9983166661261024,0.9526334216484037,1.0
FIRE,S11_1.jpg,photometric,contrast_070,0.8457382608195874,0.9548633268402247,0.7461818121009933,1.0
FIRE,S11_1.jpg,photometric,contrast_130,0.9583480331628154,0.9940837262362892,0.8710367244525548,1.0
FIRE,S11_1.jpg,photometric,gaussian_blur,0.5986242732225427,0.7388643186507293,0.5931669017972152,1.0
FIRE,S11_1.jpg,affine,rotate_minus10_translate,0.8099228774306066,0.9310328765124587,0.7249990412517417,0.9226226806640625
FIRE,S11_1.jpg,affine,rotate_plus10_translate,0.8454408929932308,0.9512963360689968,0.750415201935783,0.9226226806640625
FIRE,S11_1.jpg,affine,scale_095,0.8440717923626092,0.9467081172431597,0.7404054085896211,1.0
FIRE,S11_1.jpg,affine,scale_105,0.7966754671229307,0.9355732568371744,0.7279784830014344,0.908447265625
FIRE,S11_2.jpg,photometric,brightness_minus30,0.9860314292841108,0.9981765487125897,0.9513686662783924,1.0
FIRE,S11_2.jpg,photometric,brightness_plus30,0.9646023425871999,0.9937443884294964,0.8941595945308817,1.0
FIRE,S11_2.jpg,photometric,contrast_070,0.8729823502790768,0.9640355383746301,0.7325648878447166,1.0
FIRE,S11_2.jpg,photometric,contrast_130,0.9643157554189583,0.9934791638309508,0.9043748560902602,1.0
FIRE,S11_2.jpg,photometric,gaussian_blur,0.6714292867753835,0.8069352281815944,0.636021756682106,1.0
FIRE,S11_2.jpg,affine,rotate_minus10_translate,0.8601710126954081,0.9524251642340466,0.7601522842639594,0.9226226806640625
FIRE,S11_2.jpg,affine,rotate_plus10_translate,0.8588931067628993,0.9536149115377859,0.7476938687657586,0.9226226806640625
FIRE,S11_2.jpg,affine,scale_095,0.8765756471839841,0.9638923506834939,0.7690339753153397,1.0
FIRE,S11_2.jpg,affine,scale_105,0.8408438149945529,0.9608997342925583,0.7483194016122924,0.908447265625
FIRE,S17_1.jpg,photometric,brightness_minus30,0.9861304615230134,0.9983288557158005,0.9622622139018057,1.0
FIRE,S17_1.jpg,photometric,brightness_plus30,0.9856792915017901,0.9979001415631051,0.9546333663290947,1.0
FIRE,S17_1.jpg,photometric,contrast_070,0.8082354577291174,0.9307740002664261,0.7076834702345502,1.0
FIRE,S17_1.jpg,photometric,contrast_130,0.9792272642157168,0.9970502308854251,0.9386198450418147,1.0
FIRE,S17_1.jpg,photometric,gaussian_blur,0.5644852273873147,0.7187288522599911,0.6026892917435824,1.0
FIRE,S17_1.jpg,affine,rotate_minus10_translate,0.7991423157474818,0.9199889339345773,0.7162399986264207,0.9226226806640625
FIRE,S17_1.jpg,affine,rotate_plus10_translate,0.8319959508172436,0.9419551351374558,0.7535018139184704,0.9226226806640625
FIRE,S17_1.jpg,affine,scale_095,0.8182896541498313,0.9272277006296035,0.6956471511061234,1.0
FIRE,S17_1.jpg,affine,scale_105,0.6908921123077881,0.8755593447061045,0.6510067906321898,0.908447265625
FIRE,S18_1.jpg,photometric,brightness_minus30,0.9861304615230134,0.9983288557158005,0.9622622139018057,1.0
FIRE,S18_1.jpg,photometric,brightness_plus30,0.9856792915017901,0.9979001415631051,0.9546333663290947,1.0
FIRE,S18_1.jpg,photometric,contrast_070,0.8082354577291174,0.9307740002664261,0.7076834702345502,1.0
FIRE,S18_1.jpg,photometric,contrast_130,0.9792272642157168,0.9970502308854251,0.9386198450418147,1.0
FIRE,S18_1.jpg,photometric,gaussian_blur,0.5644852273873147,0.7187288522599911,0.6026892917435824,1.0
FIRE,S18_1.jpg,affine,rotate_minus10_translate,0.7991423157474818,0.9199889339345773,0.7162399986264207,0.9226226806640625
FIRE,S18_1.jpg,affine,rotate_plus10_translate,0.8319959508172436,0.9419551351374558,0.7535018139184704,0.9226226806640625
FIRE,S18_1.jpg,affine,scale_095,0.8182896541498313,0.9272277006296035,0.6956471511061234,1.0
FIRE,S18_1.jpg,affine,scale_105,0.6908921123077881,0.8755593447061045,0.6510067906321898,0.908447265625
FIRE,S21_1.jpg,photometric,brightness_minus30,0.9861304615230134,0.9983288557158005,0.9622622139018057,1.0
FIRE,S21_1.jpg,photometric,brightness_plus30,0.9856792915017901,0.9979001415631051,0.9546333663290947,1.0
FIRE,S21_1.jpg,photometric,contrast_070,0.8082354577291174,0.9307740002664261,0.7076834702345502,1.0
FIRE,S21_1.jpg,photometric,contrast_130,0.9792272642157168,0.9970502308854251,0.9386198450418147,1.0
FIRE,S21_1.jpg,photometric,gaussian_blur,0.5644852273873147,0.7187288522599911,0.6026892917435824,1.0
FIRE,S21_1.jpg,affine,rotate_minus10_translate,0.7991423157474818,0.9199889339345773,0.7162399986264207,0.9226226806640625
FIRE,S21_1.jpg,affine,rotate_plus10_translate,0.8319959508172436,0.9419551351374558,0.7535018139184704,0.9226226806640625
FIRE,S21_1.jpg,affine,scale_095,0.8182896541498313,0.9272277006296035,0.6956471511061234,1.0
FIRE,S21_1.jpg,affine,scale_105,0.6908921123077881,0.8755593447061045,0.6510067906321898,0.908447265625
FIRE,S25_2.jpg,photometric,brightness_minus30,0.9864691318796256,0.9982671199337272,0.9501419100441979,1.0
FIRE,S25_2.jpg,photometric,brightness_plus30,0.9870140195584767,0.9984220625059664,0.9544209956709957,1.0
FIRE,S25_2.jpg,photometric,contrast_070,0.8619394036293868,0.9560577743114328,0.7385751649144506,1.0
FIRE,S25_2.jpg,photometric,contrast_130,0.9624598793169855,0.995408374777663,0.8820143028647127,1.0
FIRE,S25_2.jpg,photometric,gaussian_blur,0.6448596891411597,0.7748485496963661,0.5890151515151515,1.0
FIRE,S25_2.jpg,affine,rotate_minus10_translate,0.8623451350370639,0.9534438732301536,0.774555102915952,0.9226226806640625
FIRE,S25_2.jpg,affine,rotate_plus10_translate,0.8623134860446726,0.9566748388451214,0.7637310606060606,0.9226226806640625
FIRE,S25_2.jpg,affine,scale_095,0.8620379299260688,0.9542467903699943,0.741976293837249,1.0
FIRE,S25_2.jpg,affine,scale_105,0.8217023734509556,0.9500445177875828,0.7373180849091583,0.908447265625
FIRE,S27_2.jpg,photometric,brightness_minus30,0.9839981674793024,0.9973571255697665,0.9482588577900016,1.0
FIRE,S27_2.jpg,photometric,brightness_plus30,0.9638224386827738,0.9940783688494133,0.8944828982138244,1.0
FIRE,S27_2.jpg,photometric,contrast_070,0.8495221747239506,0.9468849506524354,0.7563819319384364,1.0
FIRE,S27_2.jpg,photometric,contrast_130,0.9559078993082972,0.9910234258810464,0.8836129416975763,1.0
FIRE,S27_2.jpg,photometric,gaussian_blur,0.6267109765727823,0.7722658222191913,0.6083356718347548,1.0
FIRE,S27_2.jpg,affine,rotate_minus10_translate,0.8150547786875906,0.9275571655129059,0.7436644577156778,0.9226226806640625
FIRE,S27_2.jpg,affine,rotate_plus10_translate,0.8357036413113904,0.9392742812966176,0.7386322288386367,0.9226226806640625
FIRE,S27_2.jpg,affine,scale_095,0.8514334246750958,0.9480466731107998,0.7421264461310324,1.0
FIRE,S27_2.jpg,affine,scale_105,0.8039237959236661,0.9356666149502796,0.7459996188238036,0.908447265625
FIRE,S34_2.jpg,photometric,brightness_minus30,0.9864691318796256,0.9982671199337272,0.9501419100441979,1.0
FIRE,S34_2.jpg,photometric,brightness_plus30,0.9870140195584767,0.9984220625059664,0.9544209956709957,1.0
FIRE,S34_2.jpg,photometric,contrast_070,0.8619394036293868,0.9560577743114328,0.7385751649144506,1.0
FIRE,S34_2.jpg,photometric,contrast_130,0.9624598793169855,0.995408374777663,0.8820143028647127,1.0
FIRE,S34_2.jpg,photometric,gaussian_blur,0.6448596891411597,0.7748485496963661,0.5890151515151515,1.0
FIRE,S34_2.jpg,affine,rotate_minus10_translate,0.8623451350370639,0.9534438732301536,0.774555102915952,0.9226226806640625
FIRE,S34_2.jpg,affine,rotate_plus10_translate,0.8623134860446726,0.9566748388451214,0.7637310606060606,0.9226226806640625
FIRE,S34_2.jpg,affine,scale_095,0.8620379299260688,0.9542467903699943,0.741976293837249,1.0
FIRE,S34_2.jpg,affine,scale_105,0.8217023734509556,0.9500445177875828,0.7373180849091583,0.908447265625
FIRE,S35_1.jpg,photometric,brightness_minus30,0.9844633919692203,0.9980441221779126,0.9504041205072133,1.0
FIRE,S35_1.jpg,photometric,brightness_plus30,0.9849231472114349,0.9981912508717097,0.9590469163722781,1.0
FIRE,S35_1.jpg,photometric,contrast_070,0.869011631727673,0.9625534236880549,0.7490098699179337,1.0
FIRE,S35_1.jpg,photometric,contrast_130,0.9599077831641112,0.9930214654752806,0.8941549657134861,1.0
FIRE,S35_1.jpg,photometric,gaussian_blur,0.6212237939908535,0.7735217476640626,0.6145993686927587,1.0
FIRE,S35_1.jpg,affine,rotate_minus10_translate,0.8218936252915263,0.9382566162385471,0.7381359449034873,0.9226226806640625
FIRE,S35_1.jpg,affine,rotate_plus10_translate,0.8367202344529967,0.9409290679693444,0.7534396198214081,0.9226226806640625
FIRE,S35_1.jpg,affine,scale_095,0.8399531585870577,0.9441627381000107,0.725687647715574,1.0
FIRE,S35_1.jpg,affine,scale_105,0.8082022818378045,0.9446442905504785,0.7297642298532308,0.908447265625
FIRE,S41_1.jpg,photometric,brightness_minus30,0.9864691318796256,0.9982671199337272,0.9501419100441979,1.0
FIRE,S41_1.jpg,photometric,brightness_plus30,0.9870140195584767,0.9984220625059664,0.9544209956709957,1.0
FIRE,S41_1.jpg,photometric,contrast_070,0.8619394036293868,0.9560577743114328,0.7385751649144506,1.0
FIRE,S41_1.jpg,photometric,contrast_130,0.9624598793169855,0.995408374777663,0.8820143028647127,1.0
FIRE,S41_1.jpg,photometric,gaussian_blur,0.6448596891411597,0.7748485496963661,0.5890151515151515,1.0
FIRE,S41_1.jpg,affine,rotate_minus10_translate,0.8623451350370639,0.9534438732301536,0.774555102915952,0.9226226806640625
FIRE,S41_1.jpg,affine,rotate_plus10_translate,0.8623134860446726,0.9566748388451214,0.7637310606060606,0.9226226806640625
FIRE,S41_1.jpg,affine,scale_095,0.8620379299260688,0.9542467903699943,0.741976293837249,1.0
FIRE,S41_1.jpg,affine,scale_105,0.8217023734509556,0.9500445177875828,0.7373180849091583,0.908447265625
